tokens,label
"The <e2> flooding </e2> , caused by a <e1> cyclone </e1> , came on the heels of a prolonged drought , which destroyed 60 percent of Fiji's sugar cane crop last year and cost more than 50 million Fijian dollars (25 million US) in relief and rehabilitation .",Cause-Effect
"Governor Rutledge had commissioned him a brigadier , and with his famous <e2> brigade </e2> of ragged <e1> followers </e1> , he performed those deeds for the redemption of South Carolina which have made his name immortal .",Member-Collection
"It's a long , polyphonic novel bookended by a virtuoso first-person <e1> discourse </e1> from Madero , a cocky , seventeen-year-old student <e2> poet </e2> .",Product-Producer
"Make two holes in the <e2> jar </e2> <e1> lid </e1> , one hole in the middle of the lid and the other near the edge .",Component-Whole
<e1> Fog </e1> caused <e2> delays </e2> at the Charlotte Douglas International Airport Monday morning .,Cause-Effect
Clearwire customers in a <e1> handful </e1> of <e2> locations </e2> were unable to get online for several hours due to a network outage late Tuesday .,Other
The <e2> administration </e2> has established a number of health posts and health <e1> centres </e1> to provide health care to Amerindians .,Product-Producer
"Because the <e1> rotors </e1> of the <e2> turbines </e2> are relatively slow-moving , they pose little threat to fish and other small marine life .",Component-Whole
Researchers put <e1> bio-energetics </e1> into <e2> bio-magnification </e2> .,Entity-Destination
"In time we found that those pains and <e1> hurts </e1> from past <e2> memories </e2> were beginning to be mended and those past hurts became our scars , our badge of honor .",Entity-Origin
"The <e1> model </e1> developed from that <e2> event </e2> include academic visits and symposia , alumni and . VIP events , together with government and press relations .",Other
It is a common informal <e1> convention </e1> to reserve or declare full or partial <e2> ownership </e2> of a community resource .,Other
Below you find my <e1> ideas </e1> with regard to this <e2> issue </e2> .,Message-Topic
"The <e2> man </e2> dug a three-foot-deep fire <e1> pit </e1> to roast a pig , but somehow fell into the fiery hole .",Product-Producer
"We were forced to get off the bus and find accommodation for the night , while the police <e2> officers </e2> took the <e1> bus </e1> to the scene of the incident; apparently they were lacking their own transportation .",Instrument-Agency
"A <e2> mother </e2> was seen to have built a small <e1> raft </e1> out of birch bark for her and her children , but it promptly sank among the ice floes .",Product-Producer
The <e1> astronauts </e1> rode to the station in a <e2> capsule </e2> .,Other
Now this <e1> laboratory </e1> also is part of a larger <e2> organisation </e2> .,Component-Whole
The <e1> president </e1> of this <e2> corporation </e2> was one of its stockholders .,Other
The Archers of the Eyes were an elite <e2> legion </e2> of Elven <e1> archers </e1> who served troughout various wars .,Member-Collection
The <e1> skeleton </e1> was discovered inside a Neolithic-age <e2> tomb </e2> unearthed in Yumuktepe Hoyuk of the southern Mersin province .,Content-Container
"A little later you're admiring a <e2> squadron </e2> of huge , white <e1> swans </e1> soaring over a nearly unspoiled natural area where it's hard to believe that a big city is only minutes away .",Member-Collection
"As he came near , the <e2> lion </e2> put out his <e1> paw </e1> , which was all swollen and bleeding , and Androcles found that a huge thorn had got into it .",Component-Whole
The celebrity poured <e1> money </e1> into modern <e2> artwork </e2> .,Entity-Destination
A <e1> request </e1> has been sent to the <e2> moderator </e2> .,Entity-Destination
"The second <e1> hypothesis </e1> asserting economic <e2> domination </e2> is rejected , and the third largely accepted .",Message-Topic
This <e1> volume </e1> synthesizes current <e2> understanding </e2> of the ecology of Alaska's boreal forests .,Message-Topic
The accompanying inflammatory <e1> process </e1> had caused the <e2> stricture </e2> of the mid-CBD .,Cause-Effect
One of the most dreaded types of scars are contracture <e2> scars </e2> from <e1> burns </e1> .,Cause-Effect
The <e2> parcels </e2> contained a few basic <e1> food items </e1> to supplement the prisoners' meagre rations .,Content-Container
"The bees made their entry through a small hole in the <e1> lid </e1> of the <e2> bin </e2> , and they created a wonderful honeycomb on the underside of the lid , hanging downward in the bin , in a beautiful arrangement .",Component-Whole
The official is one of the senior <e2> officials </e2> involved in drawing up the September <e1> dossier </e1> .,Product-Producer
"The <e1> phrase </e1> originated in an <e2> e-mail </e2> of July 11 , 2003 , from Cooper to his Time bureau chief , referring to a conversation with Karl Rove .",Entity-Origin
The <e2> gunman </e2> bought his <e1> weapons </e1> legally from a Champaign gun dealer .,Instrument-Agency
"We placed the <e1> buns </e1> into the <e2> steamer </e2> , leaving 1-2 inches between each bun .",Entity-Destination
A famous poet has entered his <e1> poems </e1> into three current <e2> contests </e2> .,Entity-Destination
<e1> Dehydration </e1> is one of the lead causes of <e2> death </e2> in the world due to dirty water and felt this should be emphasized in global charity documentation .,Cause-Effect
"Mr Grisby , 30 , a <e1> software </e1> <e2> developer </e2> and victim of a previous burglary , had also activated a back-up system which transferred the captured images to his private website when the computer was stolen .",Product-Producer
"The <e1> statue </e1> was carved by a Scots <e2> sculptor </e2> in 1826-27 and may be the only one based on a portrait of Burns by Burns's friend Peter Taylor , an amateur artist .",Product-Producer
An encapsulating composition is infused into the channel to encapsulate the <e1> tissue </e1> in a <e2> capsule </e2> .,Entity-Destination
I first became acquainted with the book through an audio <e1> book </e1> I was given by a dear <e2> friend </e2> of mine a few years ago .,Entity-Origin
A <e2> baby </e2> uses a box of baby <e1> wipes </e1> per week .,Instrument-Agency
The <e1> ship </e1> sailed from the <e2> port </e2> only once and was registered in Liverpool .,Entity-Origin
"A <e2> fling </e2> of <e1> oxbirds </e1> is known by the singular and beautiful appearance those birds present in the air; the grace , swiftness , and compactness of their flight .",Member-Collection
"The <e1> method </e1> of writing , and the use of the fashionable amusement quizzes Wauwau arrives from the <e2> country </e2> of Prester John .",Entity-Origin
These <e1> toxins </e1> cause sickness or an unpleasant <e2> odor </e2> .,Cause-Effect
This particular <e1> reel </e1> was in a <e2> can </e2> where the writing on the label was completely obscured by a substance that looks like hamburger mustard .,Content-Container
The <e1> staff </e1> of the <e2> hospital </e2> are committed to maintaining these services .,Other
<e1> Accident </e1> causes <e2> delays </e2> on BW Parkway .,Cause-Effect
<e2> Student </e2> support by <e1> telephone </e1> has a long tradition in open and distance learning .,Instrument-Agency
A <e2> user </e2> activates the device with the power-on <e1> button </e1> .,Instrument-Agency
"The presence of the charged object above the <e1> plate </e1> of the <e2> electroscope </e2> , induces electrons within the electroscope to move accordingly .",Component-Whole
An <e2> artist </e2> creates sculptures using up to 250000 colouring <e1> crayons </e1> .,Instrument-Agency
Children stand near houses in Padang that caught <e2> fire </e2> after the <e1> earthquake </e1> .,Cause-Effect
"The <e1> hostel </e1> comprises of a main <e2> building </e2> of 3 floors , it started its life as a nun's convent that's been renovated .",Other
"The <e2> sword </e2> with leaf-shaped <e1> blade </e1> was used for both cut and thrust , but it is clear from the representational evidence that it was principally used in a downward cut .",Component-Whole
Individual donors make a significant difference in addressing the <e2> suffering </e2> caused by the economic <e1> crisis </e1> .,Cause-Effect
Greasy or oily <e1> rags </e1> or materials subject to spontaneous ignition are deposited in a <e2> receptacle </e2> .,Entity-Destination
"The rest of the <e1> volume </e1> presents the <e2> inscriptions </e2> , giving the circumstances of finding .",Message-Topic
I moved the <e1> file </e1> into the <e2> folder </e2> .,Entity-Destination
I'm so honored to represent my father in this <e2> comradeship </e2> of <e1> brothers </e1> .,Member-Collection
A <e2> person </e2> who prepares baked <e1> goods </e1> as a profession is called a baker .,Product-Producer
Each question requires a text <e1> note </e1> to explain the <e2> rating </e2> .,Message-Topic
This is a yeast <e2> infection </e2> of the esophagus caused by the same <e1> fungus </e1> that causes vaginal yeast infections .,Cause-Effect
<e2> Tonsillitis </e2> is caused by infection by a variety of different <e1> micro-organisms </e1> .,Cause-Effect
"<e2> Hiccups </e2> are caused by a <e1> spasm </e1> contracting the diaphragm , a muscle essential in human respiration .",Cause-Effect
The <e1> location </e1> of each airport and presence of control towers is indicated with a <e2> circle </e2> .,Other
"The French Government published on 13 January 2010 new guaranteed tariffs for the purchase of <e1> electricity </e1> produced from <e2> biomass </e2> , geothermal and solar by the public electricity grid management companies .",Entity-Origin
This translation is systematic and literal; with a particular emphasis on preserving the <e1> metaphors </e1> used by the <e2> saint </e2> in their original signification .,Product-Producer
"The locking mechanism for a <e2> gear </e2> consists of a <e1> collar </e1> (or dog collar) on the shaft which is able to slide sideways so that teeth (or dogs) on its inner surface bridge two circular rings with teeth on their outer circumference: one attached to the gear , one to the shaft .",Component-Whole
"Upon its discovery , King Tut's <e1> mummy </e1> was placed inside three <e2> coffins </e2> , one smaller than the next .",Content-Container
"The <e1> aircraft </e1> was making a third <e2> approach </e2> to Irkutsk , a scheduled refueling stop , when it crashed .",Other
"The party-goers had an array of favorite <e1> moments </e1> from the past <e2> year </e2> , from celebrity scandals to personal triumphs , but everyone seemed focused on their resolutions and things to come .",Entity-Origin
Successful <e1> memes </e1> spread into numerous <e2> copies </e2> whereas unsuccessful ones become extinct .,Other
An <e1> ossicone </e1> grows from the basal <e2> cartilage </e2> upward .,Other
<e1> Cocaine </e1> was hidden in the <e2> pineapples </e2> exported from Ecuador to Medellin city of Columbia .,Content-Container
The <e1> puppy </e1> was inside a sealed <e2> garbage bag </e2> lying in vomit and near death .,Content-Container
The <e2> committee </e2> is composed of <e1> people </e1> from every department .,Member-Collection
<e1> Landslides </e1> caused the majority of the <e2> deaths </e2> .,Cause-Effect
I have added <e1> references </e1> into the <e2> name index </e2> .,Entity-Destination
"<e1> Rain </e1> and wind cause <e2> power outage </e2> in Los Angeles 11:24 , October 15 , 2009 .",Cause-Effect
Gordon Brown <e1> speech </e1> addresses the <e2> critics </e2> on UK immigration .,Other
"This weekly economic <e1> publication </e1> analyzes and interprets financial , commercial and industrial <e2> developments </e2> .",Message-Topic
This <e2> machine </e2> has a <e1> memory </e1> of 5000 slots and in this memory we can stock 500 customers and products .,Component-Whole
He took a shower after using hair cream to avoid skin <e2> irritation </e2> from the <e1> chemicals </e1> in the product .,Cause-Effect
The <e2> humiliation </e2> comes from authorities and <e1> people </e1> making him loose faith in humanity .,Cause-Effect
"The <e1> exhibition </e1> examines the first sustained <e2> contacts </e2> between American people and European explorers , conquerors and settlers from 1492 to 1600 .",Message-Topic
These <e1> initiations </e1> only have been passed on to a selected few after <e2> years </e2> of apprenticeship .,Other
"The <e1> visit </e1> caused a <e2> sensation </e2> on the Whangaparaoa Peninsula with people reporting the orca and rushing out to photograph and film them , from a safe distance .",Cause-Effect
The constant polarization <e1> voltage </e1> between the two electrodes instigates the electrochemical <e2> reaction </e2> of the chlorine compounds on the working electrode .,Cause-Effect
"Within a minute , the <e1> guard </e1> leaves the <e2> podium </e2> again and disappears into the crowd .",Entity-Origin
These <e2> sessions </e2> highlight selected <e1> abstracts </e1> of submitted papers in poster format .,Component-Whole
"The A/H1N1 <e1> virus </e1> originated in an Asian <e2> bird </e2> that was exported to Mexico , where it may have reassorted in a pig before infecting people .",Entity-Origin
Principal threatens to pull <e1> funding </e1> from student <e2> newspaper </e2> for covering flag-burning .,Entity-Origin
Human <e2> hands </e2> built this extravagant <e1> tomb </e1> for the God King .,Product-Producer
She pulled out an <e1> atlas </e1> from the <e2> cabinet </e2> by the couch and opened it to a world map .,Entity-Origin
Dust or <e1> vapor </e1> cause burns or irritation of the eyes with <e2> swelling </e2> .,Cause-Effect
"I had just returned from a wonderful meal at Gusto when a mysterious <e1> email </e1> arrived from an unknown <e2> person </e2> identified only as , Salumi Monger .",Entity-Origin
Increased <e2> reproductive toxicity </e2> of landfill leachate after degradation was caused by <e1> nitrite </e1> .,Cause-Effect
"Here are my favourite <e1> quotes </e1> from <e2> movies </e2> , songs and friends ,",Entity-Origin
This group 0+ baby <e2> car </e2> <e1> seat </e1> fits easily into the car and connects to the Jane Powertwin Pro pushchair (sold separately) to make a travel system .,Component-Whole
I maintained an even temperature in my ward by bringing in a <e2> scuttle </e2> of <e1> coal </e1> for the day's business .,Content-Container
"The Earth's <e2> surface </e2> is divided into huge , thick <e1> plates </e1> that drift atop the soft mantle .",Component-Whole
The <e1> petition </e1> described the <e2> oil </e2> as being useful for salads and culinary purposes .,Message-Topic
"Before the Council , Ireland had such a <e1> superfluity </e1> of Catholic <e2> priests </e2> that it exported many of them to Glasgow , England , and the United States .",Other
"We use whole <e2> wheat </e2> <e1> flour </e1> almost exclusively , but the white whole wheat flour was a new thing .",Entity-Origin
Two voters put <e1> cameras </e1> into their <e2> booths </e2> .,Entity-Destination
A <e2> controversy </e2> arose from an equivocal <e1> assignment </e1> of the metastable 150-meV vibrational peak .,Cause-Effect
Most of his <e1> speeches </e1> at the rallies have been about the <e2> economy </e2> and the need to fight against corruption .,Message-Topic
High-frequency geometric <e1> ray theory </e1> is used to study the refracted arrival from a <e2> layer </e2> embedded in an infinite medium .,Other
The tribunal has jurisdiction over any <e1> dispute </e1> concerning the <e2> interpretation </e2> or application of other agreements .,Other
"He was a civilian president , but also he was functioning as the <e1> chairman </e1> of the <e2> political party </e2> that he founded from the cantonment .",Member-Collection
Guru Jakob Nielsen gives his advice on best <e1> practices </e1> for <e2> programmers </e2> .,Instrument-Agency
"She began to create a <e1> brew </e1> in her <e2> cauldron </e2> , that would take an entire year to prepare .",Content-Container
<e1> Dioxide </e1> has been released into the <e2> atmosphere </e2> .,Entity-Destination
"Yes , I have a <e2> mutation </e2> of <e1> thrushes </e1> eating me out of bird food .",Member-Collection
"One year later , a follow-up workshop was held to provide a focused <e1> discussion </e1> on these <e2> issues </e2> from a research , practice and policy perspective .",Message-Topic
The shocking macro-economics numbers have postponed the <e1> recovery </e1> to <e2> next year </e2> .,Entity-Destination
The Busha <e1> cattle </e1> is a breed originated in <e2> middle ages </e2> .,Entity-Origin
"The <e1> book </e1> asserts the intrinsic <e2> relationship </e2> between psychotherapy , human rights and politics .",Message-Topic
I pressed the <e1> button </e1> of the <e2> radio </e2> for contacting the engine driver and said that there was much smoke in the car .,Component-Whole
"As soon as the <e1> guards </e1> had left the <e2> building </e2> to investigate , he scrambled through the window and looked around .",Entity-Origin
"A <e2> technician </e2> uses an <e1> in-circuit emulator </e1> on the host PC to set breakpoints , read/write internal registers , dump memory , and perform other debugger-like functions .",Instrument-Agency
The <e2> wheat </e2> <e1> starch </e1> has had more than one-hundred-year tradition in Krnov .,Entity-Origin
The <e1> shank </e1> of the <e2> hook </e2> is the right length to create properly proportioned fish profiles .,Component-Whole
<e1> Death </e1> in a <e2> vat </e2> of chocolate was just waiting for some witty hilarious jokes .,Other
The <e1> dataset </e1> was extracted from internal <e2> documents </e2> of the Ministry of Justice and analysed using standard demographic and epidemiological methods .,Entity-Origin
The <e1> carriages </e1> of the <e2> train </e2> were painted blue; the seams were decorated with gilding; all wooden parts were made of Indian teak .,Component-Whole
"His first aim was to complete the move from a loose <e2> alliance </e2> of different <e1> brands </e1> to a tighter , more business-like grouping .",Member-Collection
A <e1> mouse </e1> was found in a <e2> loaf </e2> of malt bread .,Content-Container
The alleged <e1> abuse </e1> resulted in bruises and <e2> swelling </e2> of the brain .,Cause-Effect
A <e2> bird </e2> is touching the sun with his <e1> wing </e1> .,Component-Whole
"The <e2> bootlegger </e2> bought his <e1> staples </e1> there , as well as apples for his mash .",Instrument-Agency
She knew each favorite <e2> clump </e2> of concealing <e1> reeds </e1> along the river that the buffalo loved best .,Member-Collection
"Even the most self-contained <e1> stories </e1> have spawned sequels , or even <e2> prequels </e2> .",Other
We have injected the <e1> code </e1> into the native <e2> process </e2> .,Entity-Destination
"A <e1> man </e1> relaxes with higher levels of <e2> testosterone </e2> , and a woman relaxes by secretion of oxytocin .",Other
The <e1> fire </e1> originated in an <e2> area </e2> of the plant housing cement mixing and lifting equipment .,Entity-Origin
Picture of a woodcut portraying the <e2> harm </e2> caused by the <e1> quake </e1> .,Cause-Effect
"The Braidwood Generating Station , owned by the Exelon Corporation , has leaked <e1> tritium </e1> into underground <e2> water </e2> .",Entity-Destination
His approach is similar to a recent <e1> comment </e1> made by a prominent video game <e2> developer </e2> .,Product-Producer
"Bacterial <e1> infections </e1> of the ear result in <e2> malodor </e2> , excessive exudation (drainage of pus-like material) , and ulceration .",Cause-Effect
The US Department of Energy has developed a method for producing natural <e1> gas </e1> from <e2> algae </e2> .,Entity-Origin
"On the one hand , a small notorious set of bacteria , <e1> fungi </e1> , parasites , protozoa , and viruses cause <e2> disease </e2> , as discussed in the two units of the book .",Cause-Effect
"<e1> Diabetes </e1> is a group of metabolic <e2> disorders </e2> characterized by a hyperglycemia resulting from defects in insulin secretion , insulin action , or both .",Other
"The <e1> clashes </e1> resulted in a great deal of bloodshed , including the <e2> deaths </e2> of at least 1200 civilians and 180 Pakistani soldiers .",Cause-Effect
"The twenty-fifth ship , the <e2> fleet's </e2> command <e1> ship </e1> Shinbatsu , continued on into Saturn space instead of returning home , escorted by the command ships Shugotenshi and Kergueren .",Member-Collection
"The rivet <e2> tool </e2> offers long , ergonomically designed <e1> handles </e1> to increase leverage , and to secure the rivet in the nosepiece while the tool is in use , in any position .",Component-Whole
Yesterday a big huge beautiful orange <e1> butterfly </e1> flew into my <e2> patio </e2> .,Entity-Destination
His <e1> daughter </e1> fell into perpetual <e2> coma </e2> by car accident .,Other
"Still segregated in World War I , the U .S . Army was reluctant to use its 93d <e2> division </e2> of black <e1> soldiers </e1> in combat and instead assigned the division's three National Guard and one draftee regiments to the French Army .",Member-Collection
The <e2> variations </e2> are caused by <e1> stratospheric winds </e1> and the chemical production and destruction of ozone .,Cause-Effect
But now there came from out the niche a low <e1> laugh </e1> that erected the <e2> hairs </e2> upon my head .,Other
"Takara Plum is a rich , sweet and aromatic <e2> plum </e2> <e1> wine </e1> suitable as an aperitif .",Entity-Origin
"This is from the <e1> introduction </e1> in the <e2> book </e2> Fountain Pens and Pencils , The Golden Age of Writing Instruments by George Fischler and Stuart Schneider , 1990 .",Component-Whole
The sketchy <e2> rock </e2> in Figure 16 is built up of many separate brush <e1> strokes </e1> .,Component-Whole
Microsoft has put a price of $250000 on the head of the <e2> creator </e2> of the Conficker internet <e1> worm </e1> .,Product-Producer
The clinical <e1> evidence </e1> came from a cohort <e2> study </e2> .,Entity-Origin
The <e2> meal </e2> comprises: 1 portion of <e1> rice </e1> (bukhari / mandi / biryani); 1/4 roast chicken (leg and thigh / breast and wing); 1 small (handsized) box of dates .,Component-Whole
Intuitively stack is visualized as indeed a <e2> stack </e2> of <e1> objects </e1> .,Member-Collection
A Devonport resident has discovered a fuel <e1> tank </e1> in a concrete <e2> bunker </e2> at North Head .,Content-Container
It was Schoener who placed the <e1> maps </e1> in a <e2> portfolio </e2> that was later acquired by a German prince and stored in a castle for nearly 400 years .,Entity-Destination
You have poured <e1> balm </e1> into my anxious <e2> soul </e2> .,Other
The cops took the <e1> man </e1> into <e2> custody </e2> .,Other
Seven <e1> tears </e1> have flown into the <e2> river </e2> .,Entity-Destination
"Now , this <e1> reservoir </e1> is put into <e2> operation </e2> .",Other
"Today , I present to you a small <e1> handful </e1> of informational <e2> tidbits </e2> which act as glimpses into the world of a typography enthusiast .",Other
One of the most common reasons for cracks and splits on <e2> tree </e2> <e1> trunks </e1> is cold temperature .,Component-Whole
"Conveyance is any <e1> unit </e1> for <e2> transportation </e2> of explosives or blasting agents , including but not limited to trucks , trailers , rail cars , barges , and vessels .",Other
Analogies are examples which aid us in gaining <e1> insight </e1> into a <e2> problem </e2> .,Other
A <e1> statement </e1> by the <e2> leadership </e2> of the smaller Italy of Principles party said Berlusconi's only alternative would be to resign immediately .,Product-Producer
Some <e1> fish </e1> swim in a <e2> shoal </e2> for protection .,Member-Collection
The <e1> wine </e1> was in a <e2> can </e2> so I called downstairs to see if there were any other regular Roses .,Content-Container
"The delay in bringing the suit to trial is being caused by a terrific <e1> log- jam </e1> of pending <e2> cases </e2> , court aids explained .",Other
The <e2> journal </e2> also contains <e1> book reviews </e1> and two regular columns that digest news from other sources .,Component-Whole
His 'intensely personal' <e1> talk </e1> tackles the great <e2> challenges </e2> facing immigrants today .,Message-Topic
Much of the <e2> bloodshed </e2> was caused by the <e1> growth </e1> of gangs .,Cause-Effect
"The <e2> correspondence </e2> encloses a purported <e1> cheque </e1> , as described above , for $2980 .00 , to go towards these fees .",Content-Container
The purpose of the <e1> class </e1> was to examine the <e2> therapeutic benefits </e2> of writing and to discern whether writing can be a help or a hinderance in some situations .,Message-Topic
Then all the Evil Llamas has cried and a <e2> flink </e2> of <e1> cows </e1> has rampaged threw the streets trying to find the person that killed him .,Member-Collection
"It is a leaderless organization , although there is an inner <e2> ring </e2> of <e1> partners </e1> , and an outer ring of additional members that are associated with the WikiRing , but have limited rights with regards to voting and access to shared resources .",Member-Collection
"<e2> Tree </e2> <e1> bark </e1> are protected during construction activities and remodeling , since heavy equipment can damage trees .",Component-Whole
Blowback firearms use the expanding gas impinging on the cartridge itself to push the <e1> bolt </e1> of the <e2> firearm </e2> rearward .,Component-Whole
The <e1> water </e1> evaporated from the <e2> evaporators </e2> is condensed in the condenser and can be reused in the process .,Entity-Origin
"The <e2> questionnaire </e2> comprises three <e1> sections: </e1> (i) the dissemination of budget information , (ii) the executive's annual budget proposal to the legislature and the availability of other information that would contribute to analysis of budget policies and practices and (iii) the four phases of the budget process .",Component-Whole
The last hereditary sheriff of Galloway used to silence the <e2> disputation </e2> of <e1> lawyers </e1> in his court by calling them Schoondrels! Blethering loons!,Member-Collection
These <e2> benefits </e2> have been eloquently described in the last <e1> sentence </e1> of the preamble .,Message-Topic
"In the sequence , the raven looks on as the <e2> witch </e2> stirs the cauldron with a huge <e1> bone </e1> .",Instrument-Agency
The efficiency of the <e1> biosurfactant </e1> produced from used vegetable <e2> oil </e2> was compared to other commercially available surfactants and the results were comparable .,Entity-Origin
The subjects were asked to climb up a total of 10 <e1> steps </e1> on the <e2> ladder </e2> and then down to the floor for each trial .,Component-Whole
I carry a spray <e2> bottle </e2> with 91% <e1> isopropanol </e1> in it .,Content-Container
The <e1> letter </e1> was sent from <e2> group </e2> to group of the dispersed believers to try and build them up to encourage them to fill them with hope .,Entity-Origin
A <e1> stranger </e1> approached my little <e2> brother </e2> .,Entity-Destination
Flanking or backing <e1> rudders </e1> are used by <e2> towboats </e2> and other vessels that require a high degree of manoeuvrability .,Component-Whole
Many <e2> tribes </e2> used animal hides to build <e1> houses </e1> such as tepees and wigwams .,Product-Producer
Much of the <e1> rain </e1> evaporated from the <e2> forest canopy </e2> without ever reaching the ground .,Entity-Origin
The <e1> boat </e1> basically sails from the <e2> harbour </e2> to an area of a beach where they are supposed to transfer you to a smaller boat and go to the beach .,Entity-Origin
"The <e2> anxiety </e2> caused by the <e1> accident </e1> , which appears to show no sign of diminishing , and its negative impact on the living conditions in the affected areas , may be the principal reason for the increase in poor reported health .",Cause-Effect
This <e1> company </e1> has eluded from state budget fiscal <e2> obligations </e2> (VAT and profit tax) totalizing 2 .183 .351 lei .,Other
"In addition to the stipend , the Center provides each scholar with a carrel in the Vorhoff Library; supplies and support such as stationery and copying; borrowing privileges of the Center and University libraries; a Tulane email account and access to university online resources , and the collegiality of a <e2> community </e2> of feminist <e1> scholars </e1> and practitioners .",Member-Collection
My <e1> room </e1> has been moved into the <e2> corner </e2> of the first floor .,Other
This <e1> technique </e1> is used by most major <e2> websites </e2> to minimize HTTP requests and hence improve page load times .,Instrument-Agency
It's a <e2> file cabinet </e2> in Washington with an <e1> IOU </e1> in it .,Content-Container
It's about a corrupt <e1> policeman </e1> in a corrupt <e2> police force </e2> who changes his ways .,Member-Collection
"The mid-oleic <e2> sunflower </e2> <e1> oil </e1> was compared to cottonseed (Gossypium spp .) oil , the Gold Standard for frying .",Entity-Origin
"Discount department <e2> stores </e2> have central customer checkout <e1> areas </e1> , generally in the front area of the store .",Component-Whole
The <e2> energy </e2> is going away from the <e1> source </e1> at the group velocity Cg .,Cause-Effect
"The game received mixed reviews , with some of video games <e1> publications </e1> commenting on the <e2> similarities </e2> between other games from Dragon Ball .",Message-Topic
A <e2> man </e2> attacked women with a baseball <e1> bat </e1> .,Instrument-Agency
The <e1> remnants </e1> of Einstein's brain were in a <e2> box </e2> marked Costa Cider .,Content-Container
The <e2> cerebrum </e2> (the forebrain) is made up of the right and left cerebral <e1> hemispheres </e1> .,Component-Whole
My vision of heaven is to be surrounded by a <e2> clowder </e2> of <e1> cats </e1> .,Member-Collection
"A 52-year-old rocket enthusiast suffered minor injuries when a motor exploded as he packed <e1> powder </e1> into the <e2> casing </e2> , blowing his garage door off its hinges .",Entity-Destination
The <e1> soul </e1> departs from the <e2> body </e2> for eternity .,Entity-Origin
"Accidentally , my <e1> remote control </e1> fell into the <e2> water </e2> .",Entity-Destination
There are a series of <e1> books </e1> dealing with the <e2> identification </e2> of groups of birds .,Message-Topic
"We assume that the <e1> energy </e1> release from the <e2> charge </e2> is pot instantaneous , but it depends on time .",Entity-Origin
Parental influenza virion <e1> nucleocapsids </e1> were efficiently transported into the <e2> nuclei </e2> of murine cells .,Entity-Destination
The <e1> nest </e1> of <e2> hornets </e2> was long and uncovered externally .,Other
"In a known motor-pump unit of this type , the slot-barrel motor is connected , to the drive <e1> spindle </e1> of the screw-spindle <e2> pump </e2> with a pressure side throttle interval interposed .",Component-Whole
"Caillie dutifully explored the city for four weeks , then departed in a huge <e2> caravan </e2> of 1400 <e1> camels </e1> .",Member-Collection
It is very realistic and the <e2> crimes </e2> that are investigated on the <e1> show </e1> are crimes that have actually occured .,Message-Topic
"White <e1> chocolate </e1> is made of cocoa <e2> butter </e2> , milk , and sugar .",Entity-Origin
His <e1> niece </e1> moved into this <e2> apartment </e2> last month .,Entity-Destination
"The Chinesischer Turm (Chinese Tower) is a 25 metre high wooden structure , first constructed in 1789 to 1790 , from a <e1> design </e1> by a Mannheimer military <e2> architect </e2> .",Product-Producer
"The solid fuel in a conventional grill remains stationary , unless the <e2> cook </e2> manually stirs the <e1> coals </e1> with a stick or similar tool .",Instrument-Agency
This mild and relatively common form of <e2> acne </e2> is caused by <e1> cosmetics </e1> .,Cause-Effect
"The newest <e1> moons </e1> were discovered by an international <e2> collaboration </e2> of astronomers , working in July at the Canada-France-Hawaii Telescope (CFHT) .",Other
The <e2> light </e2> was radiating from the <e1> face </e1> of Jesus Christ .,Cause-Effect
The Dallas wide <e1> receiver </e1> reacts after coming up with a big <e2> catch </e2> .,Other
"And again , the <e2> shirt </e2> <e1> sleeve </e1> is too long , but the jacket is too short .",Component-Whole
This <e1> garden </e1> in a <e2> pail </e2> is a unique idea that would make a great gift for any cook or herb enthusiast .,Content-Container
This <e1> document </e1> is a summary of an <e2> interrogation </e2> of the witness conducted on the noted date .,Message-Topic
He panics when he sees a blue gremlin on the side of the bus loosening the lug <e1> nuts </e1> on one of the <e2> tires </e2> .,Component-Whole
"The <e2> man </e2> pulled it and the staples off the door , prying gently with a putty <e1> knife </e1> .",Instrument-Agency
"Every morning he put a <e1> stone </e1> into the <e2> cup </e2> without knowing that one of his friends put a handful of stones in it , to play a trick on him .",Entity-Destination
The output <e2> noise </e2> was caused by the biasing <e1> resistors </e1> and the shot noises of the base currents of Q1 and Q4 .,Cause-Effect
The painting shows a historical view of the <e1> damage </e1> caused by the 1693 Catania earthquake and the <e2> reconstruction </e2> activities .,Other
The <e1> dialogue </e1> at the Summit also covered the <e2> economic impact </e2> of ICT literacy .,Message-Topic
The <e2> bank </e2> has drawn up <e1> plans </e1> for the same and may start scouting for partners over next few months .,Product-Producer
The only <e2> light </e2> was from two <e1> turrets </e1> of bulletproof glass .,Cause-Effect
Onions and garlic were added to the <e1> stew </e1> in the <e2> cauldron </e2> .,Content-Container
Quaint things the women wrought for her -- pomanders and cushions of thistledown; and the men were never happier than when they could tell her of the first thrush's egg in the thorn-bush or the <e2> sedge </e2> of <e1> bitterns </e1> that haunted the marsh .,Member-Collection
The <e1> woman </e1> was born in the <e2> village </e2> .,Entity-Origin
Most Americans are interested in topics or <e1> questions </e1> that have to do with <e2> cultural differences </e2> and with language .,Message-Topic
The widespread opinion that both protein and <e1> phosphorus </e1> cause <e2> calcium loss </e2> is examined .,Cause-Effect
The <e2> furnace </e2> <e1> thermostat </e1> is the nerve center of your home heating system .,Component-Whole
